Commitment_Amount_INR_Cr,Commitment_Letter__Conclusion,Current_Status,Date_of_first_meeting__call,Due_Diligence__Queries,FeelerTeaserLetter_Sent,Initial_Appraisal__Evaluation_process_started,Initial__Final_Drawdown,Investor_Type,Meetings__Detailed_DiscussionsIM_Sent,Notes,Organisation,Reference,Responsibility_TNIFMC,Status_Open__Closed,TNIFMC_Request_INR_Cr
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Annerton Rechtsanwaltsgesellschaft mbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Antin Infrastructure Partners,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Apera Asset Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Aquila Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Arcmont Asset Management (Germany) GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Ardian Germany Investment Opportunities GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,AREAM GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Arendt & Medernach SA,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Ares Management,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Argos Wityu GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Arkadian Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Art-Invest Real Estate Funds GmbH (AIREF),Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Ashurst LLP,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,AssetMetrix GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,"ATLAS PLACEMENT ADVISORS, LLC",Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,AVEGA Capital Management S.A.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Avellinia Capital Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,AXA Investment Managers Deutschland GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,AXIOM Asia Private Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,Foreign Banks / Insurance Companies,False,,BAADER Bank AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Baillie Gifford Investment Management (Europe) Ltd,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Banque Saudi Fransi,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Barclays Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Barings,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BayernInvest Kapitalverwaltungsgesellschaft mbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,"BERENBERG - Joh. Berenberg, Gossler & Co. KG",Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BF.capital GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BlackRock,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1685577600000,False,False,False,False,PSU Banks / PFIs,False,0,"Blue Earth Capital, Switzerland",Others,Satish S,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BlueBay Funds Management Company S.A.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BlueOrchard Finance Ltd.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BNP PARIBAS ASSET MANAGEMENT France S.A.S.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,BNY Mellon Fund Management,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Bright Capital GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Brinc,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Brookfield,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Brown Brothers Harriman (Luxembourg) S. C. A.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,"Bunge, Switzerland",Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Cambridge Associates GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Campbell Lutyens,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Candriam - Zweigniederlassung Deutschland,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Capital Dynamics,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Capital Four Aifm S/A,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,caplantic GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,CAPZA,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1685577600000,False,False,False,False,Advisor,False,,Castalia Strategic Advisors,Others,Satish S,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,CBC Pension Plan,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,CC Chokshi9 Advisors,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,CF Private Equity,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Chartered Investment Germany GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,China Ping An Insurance Overseas (Holdings) Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Cocreator,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,COFIDES,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Collineo Asset Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,Foreign Banks / Insurance Companies,False,,Commerzbank AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Competo Capital Invest GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,CPP Investments,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Credence Family ,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Credit Agricole,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Credit Suisse Securities (USA) LLC,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Creditreform Rating AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,HNIs / Family Offices,False,,Cresco FinancE,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Cubera,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,DC Placement Advisors GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,DCCP Deutsche Credit GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,DekaBank Deutsche Girozentrale,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Deutsche Finance Holding AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,DWS Group GmbH & Co. KGaA,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Dynamis Global Consulting,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,EBG Investment Solutions AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,"Efficient Capital Management, LLC",Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Eiffel Investment Group,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,EIG Global Energy Partners,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,ELF Capital Advisory GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Energy Infrastructure Partners AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,HNIs / Family Offices,False,,Entrust Family Office,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,EnTrust Global Ltd.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,EURAMCO Holding GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Eurazeo,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Eurex Frankfurt AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Federated Hermes Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,FERI AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Fidelity International,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1685577600000,False,False,False,False,PSU Banks / PFIs,False,,Finance in Motion,Propreitory,Satish S,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Finnish Climate Fund,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,First Private Investment Management KAG mbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Fortress Infrastructure Fund,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,HNIs / Family Offices,False,,Fosun Group - Hong Kong,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Franklin Templeton,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,GCM Grosvenor (Deutschland) GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Generali Investments Partners S.p.A.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Global Organizations,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,GLS Investment Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Golding Capital Partners GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Goldman Sachs Asset Management B.V. German Branch,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Good Carbon Earth,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Good earth Carbon,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,H&A Global Investment Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Hamilton Lane (Germany) GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HANSAINVEST Hanseatische Investment GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HanseMerkur Trust AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HAUCK AUFHÄUSER LAMPE Privatbank AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Hayfin Capital Management LLP,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Helaba Invest Kapitalanlagegesellschaft mbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Helvetic Financial Services AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Henley And Partners,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HEP Kapitalverwaltung AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Hexicon AB,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HIH Invest Real Estate GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Hollyport Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Housing & Urban Development Corporation,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HQ Capital (Deutschland) GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,HSBC Asset Management,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,ICA Institutional Capital Associates GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,IFM Investors,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Indusind Bank,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Institutional Investment Group GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Intermediate Capital Group plc (ICG),Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Invesco Asset Management Deutschland GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Investec Capital Services India Private Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Investor Partners GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1685577600000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Iskali Capital Group,Propreitory,Satish S,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Jacob & Company Securities Inc.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Kapital 1852 Beratungs GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Kartesia Management S.A.R.L.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,KGAL-Gruppe,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,KKR ,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Klarphos S.à r.l.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Kontora Family Office GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,LBBW Asset Management Investmentgesellschaft mbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Lotus Global Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Lumyna Investments Ltd,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Lupus alpha Asset Management AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Luxcara GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,M&G Luxembourg S.A.,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,MacKay Shields LLC,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Mackewicz & Partner,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,Advisor,False,,Maizar Advisory Services,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Mandatum Asset Management Ltd,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,Foreign Banks / Insurance Companies,False,,"Manulife Investment Management (Ireland) Limited, German Branch",Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,MetLife Investment Management Europe Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Metzler Asset Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,MNB Nick Beteiligungen GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Montana Capital Partners AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Moonfare GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Mount Street Portfolio Advisers GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,MPC Capital AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,MSIM Fund Management (Ireland) Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Munich Private Equity Partners GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Muzinich & Co (Ireland) Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Natango Invest GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Natixis Investment Managers International,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1717200000000,False,False,False,False,Domestic Pension Funds / Insurance Companies/MFs,False,0,Naval Pension Fund,SKC,K. Ganapathy Subramanian,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Naxicap Germany GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,NBAD,Others,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Neuberger Berman Asset Management Ireland Limited,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Next Generation Invest AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Ninety One Luxembourg S.A. - German Branch,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,NIO Partners AG,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Noor Financial Investment Co,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Nürnberger Asset Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,HNIs / Family Offices,False,,Nuvama Asset Services,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Nuveen - A TIAA Company,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Oaklet GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,Domestic / Foreing PE/VC Funds,False,,Oaktree Capital Management,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,ODDO BHF Asset Management GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Olympia Capital Management SA,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Oman - State General Reserve Fund,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Omnes Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Palladio GmbH,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Pantheon Ventures (Ireland) DAC,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Park Square Capital,Propreitory,Krishna Chaitanya K,Open,0
0,False,,1725148800000,False,False,False,False,SWFs / MFIs / Pension Funds / FoFs,False,,Partners Group,Propreitory,Krishna Chaitanya K,Open,0
